Year,Statistic,Name,Team,Value
1887,Triples,Sam Thompson,Detroit,23.0
1878,Base on Balls,Terry Larkin,Chicago,17.0
1878,Batting Average,Paul Hines,Providence,0.358
1878,Doubles,Dick Higham,Providence,22.0
1878,Hits,Joe Start,Chicago,100.0
1878,Home Runs,Paul Hines,Providence,4.0
1878,On Base Percentage,Bob Ferguson,Chicago,0.375
1878,RBI,Paul Hines,Providence,50.0
1878,Runs,Dick Higham,Providence,60.0
1878,Slugging Average,Paul Hines,Providence,0.486
1878,Total Bases,Paul Hines,Providence,125.0
1878,Triples,Tom York,Providence,10.0
1879,Base on Balls,Charley Jones,Boston,29.0
1879,Batting Average,Paul Hines,Providence,0.357
1879,Doubles,Charlie Eden,Cleveland,31.0
1879,Hits,Paul Hines,Providence,146.0
1879,Home Runs,Charley Jones,Boston,9.0
1879,On Base Percentage,Jim O'Rourke,Providence,0.371
1879,RBI,Charley Jones,Boston,62.0
1879,Runs,Charley Jones,Boston,85.0
1879,Slugging Average,Jim O'Rourke,Boston,0.521
1879,Total Bases,Paul Hines,Providence,197.0
1879,Triples,Buttercup Dickerson,Cincinnati,14.0
1886,Base on Balls,George Gore,Chicago,102.0
1886,Batting Average,King Kelly,Chicago,0.388
1886,Doubles,Dan Brouthers,Detroit,40.0
1886,Hits,Hardy Richardson,Detroit,189.0
1886,Home Runs,Dan Brouthers,Detroit,11.0
1886,On Base Percentage,King Kelly,Chicago,0.483
1886,RBI,Cap Anson,Chicago,147.0
1886,Runs,King Kelly,Chicago,155.0
1886,Slugging Average,Dan Brouthers,Detroit,0.581
1886,Total Bases,Dan Brouthers,Detroit,284.0
1886,Triples,Roger Connor,New York,20.0
1892,Base on Balls,Jack Crooks,St. Louis,136.0
1892,Batting Average,Dan Brouthers,Brooklyn,0.335
1892,Doubles,Roger Connor,Philadelphia,37.0
1892,Hits,Dan Brouthers,Brooklyn,197.0
1892,Home Runs,Bug Holliday,Cincinnati,13.0
1892,On Base Percentage,Cupid Childs,Cleveland,0.443
1892,RBI,Dan Brouthers,Brooklyn,124.0
1892,Runs,Cupid Childs,Cleveland,136.0
1892,Slugging Average,Ed Delahanty,Philadelphia,0.495
1892,Stolen Bases,John Ward,Brooklyn,88.0
1892,Total Bases,Dan Brouthers,Brooklyn,282.0
1892,Triples,Ed Delahanty,Philadelphia,21.0
2021,Base on Balls,Juan Soto,Washington Nationals,145.0
2021,Batting Average,Trea Turner,Washington Nationals,0.328
2021,Doubles,Bryce Harper,Philadelphia Phillies,42.0
2021,Hits,Trea Turner,Washington Nationals,195.0
2021,Home Runs,Fernando Tatis Jr.,San Diego Padres,42.0
2021,On Base Percentage,Juan Soto,Washington Nationals,0.465
2021,RBI,Adam Duvall,Miami Marlins,113.0
2021,Runs,Freddie Freeman,Atlanta Braves,120.0
2021,Slugging Average,Bryce Harper,Philadelphia Phillies,0.615
2021,Stolen Bases,Trea Turner,Washington Nationals,32.0
2021,Total Bases,Trea Turner,Washington Nationals,319.0
2021,Triples,David Peralta,Arizona Diamondbacks,8.0
2009,Base on Balls,Adrian Gonzalez,San Diego,119.0
2009,Batting Average,Hanley Ramirez,Florida,0.342
2009,Doubles,Miguel Tejada,Houston,46.0
2009,Hits,Ryan Braun,Milwaukee,203.0
2009,Home Runs,Albert Pujols,St. Louis,47.0
2009,On Base Percentage,Albert Pujols,St. Louis,0.443
2009,RBI,Prince Fielder,Milwaukee,141.0
2009,Runs,Albert Pujols,St. Louis,124.0
2009,Slugging Average,Albert Pujols,St. Louis,0.658
2009,Stolen Bases,Michael Bourn,Houston,61.0
2009,Total Bases,Albert Pujols,St. Louis,374.0
2009,Triples,Shane Victorino,Philadelphia,13.0
1931,Base on Balls,Mel Ott,New York,80.0
1931,Batting Average,Chick Hafey,St. Louis,0.349
1931,Doubles,Sparky Adams,St. Louis,46.0
1931,Hits,Lloyd Waner,Pittsburgh,214.0
1931,Home Runs,Chuck Klein,Philadelphia,31.0
1931,On Base Percentage,Chick Hafey,St. Louis,0.404
1931,RBI,Chuck Klein,Philadelphia,121.0
1931,Runs,Chuck Klein,Philadelphia,121.0
1931,Slugging Average,Chuck Klein,Philadelphia,0.584
1931,Stolen Bases,Frankie Frisch,St. Louis,28.0
1931,Total Bases,Chuck Klein,Philadelphia,347.0
1931,Triples,Bill Terry,New York,20.0
1925,Base on Balls,Jack Fournier,Brooklyn,86.0
1925,Batting Average,Rogers Hornsby,St. Louis,0.403
1925,Doubles,Jim Bottomley,St. Louis,44.0
1925,Hits,Jim Bottomley,St. Louis,227.0
1925,Home Runs,Rogers Hornsby,St. Louis,39.0
1925,On Base Percentage,Rogers Hornsby,St. Louis,0.489
1925,RBI,Rogers Hornsby,St. Louis,143.0
1925,Runs,Kiki Cuyler,Pittsburgh,144.0
1925,Slugging Average,Rogers Hornsby,St. Louis,0.756
1925,Stolen Bases,Max Carey,Pittsburgh,46.0
1925,Total Bases,Rogers Hornsby,St. Louis,381.0
1925,Triples,Kiki Cuyler,Pittsburgh,26.0
1919,Base on Balls,George Burns,New York,82.0
1919,Batting Average,Edd Roush,Cincinnati,0.321
1919,Doubles,Ross Youngs,New York,31.0
1919,Hits,Ivy Olson,Brooklyn,164.0
1919,Home Runs,Gavvy Cravath,Philadelphia,12.0
1919,On Base Percentage,George Burns,New York,0.396
1919,RBI,Hy Myers,Brooklyn,73.0
1919,Runs,George Burns,New York,86.0
1919,Slugging Average,Hy Myers,Brooklyn,0.436
1919,Stolen Bases,George Burns,New York,40.0
1919,Total Bases,Hy Myers,Brooklyn,223.0
1919,Triples,Hy Myers,Brooklyn,14.0
1933,Base on Balls,Mel Ott,New York,75.0
1933,Batting Average,Chuck Klein,Philadelphia,0.368
1933,Doubles,Chuck Klein,Philadelphia,44.0
1933,Hits,Chuck Klein,Philadelphia,223.0
1933,Home Runs,Chuck Klein,Philadelphia,28.0
1933,On Base Percentage,Chuck Klein,Philadelphia,0.422
1933,RBI,Chuck Klein,Philadelphia,120.0
1933,Runs,Pepper Martin,St. Louis,122.0
1933,Slugging Average,Chuck Klein,Philadelphia,0.602
1933,Stolen Bases,Pepper Martin,St. Louis,26.0
1933,Total Bases,Chuck Klein,Philadelphia,365.0
1933,Triples,Arky Vaughan,Pittsburgh,19.0
1927,Base on Balls,Rogers Hornsby,Boston,86.0
1927,Batting Average,Paul Waner,Pittsburgh,0.38
1927,Doubles,Riggs Stephenson,Chicago,46.0
1927,Hits,Paul Waner,Pittsburgh,237.0
1927,Home Runs,Cy Williams,Philadelphia,30.0
1927,On Base Percentage,Rogers Hornsby,New York,0.448
1927,RBI,Paul Waner,Pittsburgh,131.0
1927,Runs,Rogers Hornsby,New York,133.0
1927,Slugging Average,Chick Hafey,St. Louis,0.59
1927,Stolen Bases,Frankie Frisch,St. Louis,48.0
1927,Total Bases,Paul Waner,Pittsburgh,342.0
1927,Triples,Paul Waner,Pittsburgh,18.0
2023,Base on Balls,Juan Soto,San Diego Padres,132.0
2023,Batting Average,Luis Arraez,Miami Marlins,0.354
2023,Doubles,Freddie Freeman,Los Angeles Dodgers,59.0
2023,Hits,Ronald Acuña Jr.,Atlanta Braves,217.0
2023,Home Runs,Matt Olson,Atlanta Braves,54.0
2023,On Base Percentage,Ronald Acuña Jr.,Atlanta Braves,0.416
2023,RBI,Matt Olson,Atlanta Braves,139.0
2023,Runs,Ronald Acuña Jr.,Atlanta Braves,149.0
2023,Slugging Average,Matt Olson,Atlanta Braves,0.604
2023,Stolen Bases,Ronald Acuña Jr.,Atlanta Braves,73.0
2023,Total Bases,Ronald Acuña Jr.,Atlanta Braves,383.0
2023,Triples,Corbin Carroll,Arizona Diamondbacks,10.0
1884,Base on Balls,George Gore,Chicago,61.0
1884,Batting Average,King Kelly,Chicago,0.354
1884,Doubles,Paul Hines,Providence,36.0
1884,Hits,Jim O'Rourke,Buffalo,162.0
1884,Home Runs,Ned Williamson,Chicago,27.0
1884,On Base Percentage,King Kelly,Chicago,0.414
1884,RBI,Cap Anson,Chicago,102.0
1884,Runs,King Kelly,Chicago,120.0
1884,Slugging Average,Dan Brouthers,Buffalo,0.563
1884,Total Bases,Abner Dalrymple,Chicago,263.0
1884,Triples,Buck Ewing,New York,20.0
1890,Base on Balls,Cap Anson,Chicago,113.0
1890,Batting Average,Jack Glasscock,New York,0.336
1890,Doubles,Sam Thompson,Philadelphia,41.0
1890,Hits,Jack Glasscock,New York,172.0
1890,Home Runs,Oyster Burns,Brooklyn,13.0
1890,On Base Percentage,Cap Anson,Chicago,0.443
1890,RBI,Oyster Burns,Brooklyn,128.0
1890,Runs,Hub Collins,Brooklyn,148.0
1890,Slugging Average,Mike Tiernan,New York,0.495
1890,Total Bases,Mike Tiernan,New York,274.0
1890,Triples,John Reilly,Cincinnati,26.0
1891,Base on Balls,Billy Hamilton,Philadelphia,102.0
1891,Batting Average,Billy Hamilton,Philadelphia,0.34
1891,Doubles,Mike Griffin,Brooklyn,36.0
1891,Hits,Billy Hamilton,Philadelphia,179.0
1891,Home Runs,Harry Stovey,Boston,16.0
1891,On Base Percentage,Billy Hamilton,Philadelphia,0.453
1891,RBI,Cap Anson,Chicago,120.0
1891,Runs,Billy Hamilton,Philadelphia,141.0
1891,Slugging Average,Harry Stovey,Boston,0.498
1891,Stolen Bases,Billy Hamilton,Philadelphia,111.0
1891,Total Bases,Harry Stovey,Boston,271.0
1891,Triples,Harry Stovey,Boston,20.0
1885,Base on Balls,Ned Williamson,Chicago,75.0
1885,Batting Average,Roger Connor,New York,0.371
1885,Doubles,Cap Anson,Chicago,35.0
1885,Hits,Roger Connor,New York,169.0
1885,Home Runs,Abner Dalrymple,Chicago,11.0
1885,On Base Percentage,Roger Connor,New York,0.435
1885,RBI,Cap Anson,Chicago,108.0
1885,Runs,King Kelly,Chicago,124.0
1885,Slugging Average,Dan Brouthers,Buffalo,0.543
1885,Total Bases,Roger Connor,New York,225.0
1885,Triples,Jim O'Rourke,New York,16.0
2022,Base on Balls,Juan Soto,Washington Nationals,135.0
2022,Batting Average,Jeff McNeil,New York Mets,0.326
2022,Doubles,Freddie Freeman,Los Angeles Dodgers,44.0
2022,Hits,Freddie Freeman,Los Angeles Dodgers,11.0
2022,Home Runs,Kyle Schwarber,Philadelphia Phillies,46.0
2022,On Base Percentage,Freddie Freeman,Los Angeles Dodgers,0.407
2022,RBI,Pete Alonso,New York Mets,131.0
2022,Runs,Mookie Betts,Los Angeles Dodgers,117.0
2022,Slugging Average,Paul Goldschmidt,St. Louis Cardinals,0.578
2022,Stolen Bases,Jon Berti,Miami Marlins,41.0
2022,Total Bases,Austin Riley,Atlanta Braves,325.0
2022,Triples,Gavin Lux,Los Angeles Dodgers,7.0
1926,Base on Balls,Hack Wilson,Chicago,69.0
1926,Batting Average,Bubbles Hargrave,Cincinnati,0.353
1926,Doubles,Jim Bottomley,St. Louis,40.0
1926,Hits,Eddie Brown,Boston,201.0
1926,Home Runs,Hack Wilson,Chicago,21.0
1926,On Base Percentage,Paul Waner,Pittsburgh,0.413
1926,RBI,Jim Bottomley,St. Louis,120.0
1926,Runs,Kiki Cuyler,Pittsburgh,113.0
1926,Slugging Average,Cy Williams,Philadelphia,0.568
1926,Stolen Bases,Kiki Cuyler,Pittsburgh,35.0
1926,Total Bases,Jim Bottomley,St. Louis,305.0
1926,Triples,Paul Waner,Pittsburgh,22.0
1932,Base on Balls,Mel Ott,New York,100.0
1932,Batting Average,Lefty O'Doul,Brooklyn,0.368
1932,Doubles,Paul Waner,Pittsburgh,62.0
1932,Hits,Chuck Klein,Philadelphia,226.0
1932,Home Runs,Chuck Klein,Philadelphia,38.0
1932,On Base Percentage,Mel Ott,New York,0.424
1932,RBI,Don Hurst,Philadelphia,143.0
1932,Runs,Chuck Klein,Philadelphia,152.0
1932,Slugging Average,Chuck Klein,Philadelphia,0.646
1932,Stolen Bases,Chuck Klein,Philadelphia,20.0
1932,Total Bases,Chuck Klein,Philadelphia,420.0
1932,Triples,Babe Herman,Cincinnati,19.0
